method,query_id,src,dst,reachable,path_length,num_adjacent_edge_pairs,planning_path_cost,base_path_cost,pair_penalty_cost,mean_edge_proxy_score,min_edge_proxy_score,mean_heldout_support_lcb,min_heldout_support_lcb,mean_edge_policy_support_score,mean_edge_ood_score,mean_pair_termination_bridge_coverage,min_pair_termination_bridge_coverage,mean_pair_bridge_matches_per_first_segment,pair_strict_compatible_rate,pair_incompatible_fraction,low_pair_coverage_fraction,missing_pair_fraction,uncertified_edge_fraction,original_uncertified_edge_fraction,high_pair_risk_fraction,proxy_path_success,path_nodes,path_edge_ids
calibrated_edge_penalized,72,252,244,False,0,0,,,0.0,,,,,,,,,,,,,,,,,0.0,,
calibrated_edge_penalized,73,372,480,False,0,0,,,0.0,,,,,,,,,,,,,,,,,0.0,,
calibrated_edge_penalized,74,62,505,False,0,0,,,0.0,,,,,,,,,,,,,,,,,0.0,,
calibrated_edge_penalized,75,287,188,False,0,0,,,0.0,,,,,,,,,,,,,,,,,0.0,,
calibrated_edge_penalized,76,366,117,False,0,0,,,0.0,,,,,,,,,,,,,,,,,0.0,,
calibrated_edge_penalized,77,455,356,False,0,0,,,0.0,,,,,,,,,,,,,,,,,0.0,,
calibrated_edge_penalized,78,62,241,False,0,0,,,0.0,,,,,,,,,,,,,,,,,0.0,,
calibrated_edge_penalized,79,62,467,False,0,0,,,0.0,,,,,,,,,,,,,,,,,0.0,,
calibrated_edge_penalized,80,352,335,True,3,2,49.30846815310479,12.73930548738227,11.141134899189357,0.24977143545807645,0.0574506761301729,0.11626194355726645,0.0328790800129209,0.4775676453882318,0.4407914735958401,0.4429432550405321,0.0035335689045936395,6.642382041155685,1.0,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.006874333085729696,352 494 383 335,1397 1857 1517
calibrated_edge_penalized,81,115,94,False,0,0,,,0.0,,,,,,,,,,,,,,,,,0.0,,
calibrated_edge_penalized,82,327,288,False,0,0,,,0.0,,,,,,,,,,,,,,,,,0.0,,
