result_set,condition,env,variant,success_count,success_mean,success_std,return_count,return_mean,return_std,steps_count,steps_mean,steps_std,replans_count,replans_mean,replans_std,no_path_count_count,no_path_count_mean,no_path_count_std,goal_distance_final_count,goal_distance_final_mean,goal_distance_final_std,fallback_used_count,fallback_used_mean,fallback_used_std,fallback_count_count,fallback_count_mean,fallback_count_std,direct_goal_attempts_count,direct_goal_attempts_mean,direct_goal_attempts_std,initial_plan_failed_count_count,initial_plan_failed_count_mean,initial_plan_failed_count_std,plan_failed_initial_count,plan_failed_initial_mean,plan_failed_initial_std,last_plan_edges_count,last_plan_edges_mean,last_plan_edges_std,first_plan_edges_count,first_plan_edges_mean,first_plan_edges_std,max_plan_edges_count,max_plan_edges_mean,max_plan_edges_std,mean_plan_edges_count,mean_plan_edges_mean,mean_plan_edges_std,num_plan_calls_count,num_plan_calls_mean,num_plan_calls_std,num_subgoal_attempts_count,num_subgoal_attempts_mean,num_subgoal_attempts_std,num_subgoal_reached_count,num_subgoal_reached_mean,num_subgoal_reached_std,subgoal_reach_rate_count,subgoal_reach_rate_mean,subgoal_reach_rate_std,subgoal_horizon_count,subgoal_horizon_mean,subgoal_horizon_std,subgoal_threshold_count,subgoal_threshold_mean,subgoal_threshold_std,success_threshold_count,success_threshold_mean,success_threshold_std,lambda_risk_count,lambda_risk_mean,lambda_risk_std,lambda_boundary_count,lambda_boundary_mean,lambda_boundary_std,success_if_capped_700_count,success_if_capped_700_mean,success_if_capped_700_std
stage19_protocol_ablation_medium50,planner_fallback_only,antmaze-medium-play-v2,shortest,150,0.006666666666666667,0.08164965809277258,150,0.006666666666666667,0.08164965809277258,150,908.0133333333333,165.94888784826512,150,33.24,65.8324780620116,150,0.28,0.4505030745003061,150,10.140848096807797,8.359290071589259,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.28,0.4505030745003061,150,0.28,0.4505030745003061,150,3.006666666666667,1.8913319289126338,150,7.566666666666666,1.1838775255598555,150,7.573333333333333,1.1777960686886093,150,4.720381967226664,1.055901096935379,150,33.24,65.8324780620116,150,32.96,65.88447077978911,150,16.64,67.09607256032304,150,0.3093944625366793,0.24900046439276124,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.006666666666666667,0.08164965809277258
stage19_protocol_ablation_medium50,time_only,antmaze-medium-diverse-v2,full_bars,150,0.25333333333333335,0.43637719455582413,150,0.25333333333333335,0.43637719455582413,150,776.0133333333333,235.50810375679865,150,40.88,75.55032279989138,150,0.2733333333333333,0.44716356880977404,150,5.213443710009257,6.607114726969877,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.2733333333333333,0.44716356880977404,150,0.2733333333333333,0.44716356880977404,150,2.46,2.412578892544589,150,8.446666666666667,0.49881290848711823,150,8.46,0.5000671095902612,150,5.0226524559656776,1.4235214360843103,150,40.88,75.55032279989138,150,40.60666666666667,75.61904669931805,150,16.46,76.52473653671355,150,0.20534943969742692,0.19947601978496055,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.17333333333333334,0.37980331657861593
stage19_protocol_ablation_medium50,time_only,antmaze-medium-diverse-v2,reachability,150,0.17333333333333334,0.3798033165786158,150,0.17333333333333334,0.3798033165786158,150,764.4533333333334,254.13008840838174,150,44.72666666666667,96.93849822685904,150,0.3333333333333333,0.472983769840402,150,5.6773882563908895,6.971704998191296,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.3333333333333333,0.472983769840402,150,0.3333333333333333,0.472983769840402,150,2.54,2.584491693822258,150,7.92,0.6904915086298543,150,7.973333333333334,0.7136884687488347,150,4.8684372838338215,1.624333474532612,150,44.72666666666667,96.93849822685904,150,44.39333333333333,97.02057463015768,150,20.893333333333334,98.51938429960903,150,0.21193324565313945,0.18983979730982228,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.12666666666666668,0.33371342982242697
stage19_protocol_ablation_medium50,time_only,antmaze-medium-diverse-v2,shortest,150,0.19333333333333333,0.39623507812467246,150,0.19333333333333333,0.39623507812467246,150,831.2733333333333,222.0429517874385,150,33.36666666666667,22.99851663342242,150,0.24666666666666667,0.4325151456659351,150,8.386141747236252,8.759216084878862,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.24666666666666667,0.4325151456659351,150,0.24666666666666667,0.4325151456659351,150,2.7733333333333334,2.204774156863702,150,7.306666666666667,0.6650091250992914,150,7.42,0.7880823722830977,150,4.609661679267884,1.2654953473798833,150,33.36666666666667,22.99851663342242,150,33.12,23.113934319616458,150,6.453333333333333,22.14915474523602,150,0.13991132413139687,0.15571981269964918,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.10666666666666667,0.3097231209211053
stage19_protocol_ablation_medium50,time_only,antmaze-medium-play-v2,full_bars,150,0.17333333333333334,0.3798033165786158,150,0.17333333333333334,0.3798033165786158,150,692.8466666666667,229.12204000707194,150,37.32666666666667,64.16678108011531,150,0.5466666666666666,0.4994851935873328,150,4.317310479879379,6.450802953260676,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.5466666666666666,0.4994851935873328,150,0.5466666666666666,0.4994851935873328,150,2.1866666666666665,2.38391327560229,150,8.326666666666666,1.7007565101845474,150,8.513333333333334,1.6042588732615681,150,4.848914427757263,1.4770909538106056,150,37.32666666666667,64.16678108011531,150,36.78,64.26694224694226,150,15.673333333333334,64.63937095458866,150,0.2332862928160861,0.20114070397753653,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.14,0.3481494703303096
stage19_protocol_ablation_medium50,time_only,antmaze-medium-play-v2,reachability,150,0.16,0.3678342200269286,150,0.16,0.3678342200269286,150,758.4866666666667,221.57092389948957,150,40.586666666666666,56.537946711430195,150,0.46,0.5000671095902626,150,4.932313237786293,6.621990088950936,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.46,0.5000671095902626,150,0.46,0.5000671095902626,150,2.3666666666666667,2.4396519354193797,150,8.32,1.6961068726616042,150,8.466666666666667,1.5744037612948651,150,4.880874357223511,1.5538581363269421,150,40.586666666666666,56.537946711430195,150,40.126666666666665,56.652040091531035,150,16.766666666666666,57.022121771858444,150,0.23355096247315582,0.22183290166742028,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.11333333333333333,0.31806180368281994
stage19_protocol_ablation_medium50,time_only,antmaze-medium-play-v2,shortest,150,0.06666666666666667,0.25027948583350335,150,0.06666666666666667,0.25027948583350335,150,919.78,163.18609914150204,150,39.36666666666667,56.75029688792835,150,0.18,0.3854745179993687,150,11.537968004147212,8.579149646426687,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.18,0.3854745179993687,150,0.18,0.3854745179993687,150,3.3333333333333335,1.8561223441895074,150,7.566666666666666,1.1838775255598555,150,7.586666666666667,1.1654227948807852,150,4.758980005582174,1.0111964576628105,150,39.36666666666667,56.75029688792835,150,39.18666666666667,56.79450614638385,150,9.24,58.278051401602156,150,0.11352635716322614,0.15259506071141737,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.02666666666666667,0.16164700403963203
stage19_protocol_ablation_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,full_bars,150,0.11333333333333333,0.31806180368281994,150,0.11333333333333333,0.31806180368281994,150,717.0333333333333,244.4886573635234,150,55.126666666666665,141.17038573159127,150,0.5266666666666666,0.5009610450724582,150,4.356716826160749,6.385262884248301,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.5266666666666666,0.5009610450724582,150,0.5266666666666666,0.5009610450724582,150,2.2466666666666666,2.5115482715564004,150,8.446666666666667,0.4988129084871151,150,8.473333333333333,0.500961045072461,150,4.904780261516571,1.7118830667569545,150,55.126666666666665,141.17038573159127,150,54.6,141.28922214840736,150,44.166666666666664,142.4925485708298,150,0.5725972075689633,0.25638659699695476,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.08666666666666667,0.28228850648734277
stage19_protocol_ablation_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,reachability,150,0.1,0.3010050279407931,150,0.1,0.3010050279407931,150,770.2,243.12578565632796,150,70.98666666666666,175.61676498323484,150,0.4533333333333333,0.49948519358733295,150,5.513447721997897,6.711756799784077,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.4533333333333333,0.49948519358733295,150,0.4533333333333333,0.49948519358733295,150,2.5,2.470632883622653,150,7.92,0.6904915086298548,150,7.96,0.6939817996569037,150,4.6464411997795105,1.6103127628433525,150,70.98666666666666,175.61676498323484,150,70.53333333333333,175.73938402133106,150,59.473333333333336,177.70013565073842,150,0.5710165735420396,0.26936018398080414,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.08666666666666667,0.28228850648734277
stage19_protocol_ablation_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,shortest,150,0.10666666666666667,0.30972312092110543,150,0.10666666666666667,0.30972312092110543,150,842.5933333333334,213.83070819538008,150,33.486666666666665,64.44619384855861,150,0.3,0.4597927750336607,150,9.001463894844056,9.05149444520683,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.3,0.4597927750336607,150,0.3,0.4597927750336607,150,2.953333333333333,2.2772191526840864,150,7.306666666666667,0.6650091250992914,150,7.406666666666666,0.8117977949928528,150,4.575265900293986,1.478484665476273,150,33.486666666666665,64.44619384855861,150,33.18666666666667,64.50184812571737,150,18.8,65.59219138334835,150,0.39106758573341305,0.28230917881329015,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.06,0.2382824447791589
stage19_protocol_ablation_medium50,tuned_no_fallback,antmaze-medium-play-v2,full_bars,150,0.04666666666666667,0.21163050828222812,150,0.04666666666666667,0.21163050828222812,150,695.5866666666667,242.13305972744686,150,46.67333333333333,84.44214863043446,150,0.6266666666666667,0.4853099288798358,150,3.666734174291293,5.166786598552073,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.6266666666666667,0.4853099288798358,150,0.6266666666666667,0.4853099288798358,150,2.02,2.289368483597884,150,8.326666666666666,1.7007565101845474,150,8.48,1.6897638928036107,150,4.5587476785977685,1.634411740422969,150,46.67333333333333,84.44214863043446,150,46.04666666666667,84.59332931533814,150,35.973333333333336,84.66142174034283,150,0.6104859390345199,0.23303853583000167,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.03333333333333333,0.18010685369303292
stage19_protocol_ablation_medium50,tuned_no_fallback,antmaze-medium-play-v2,reachability,150,0.04,0.1966156609245697,150,0.04,0.1966156609245697,150,756.6,225.61415063431403,150,42.913333333333334,65.84942521309397,150,0.6,0.4915391523114243,150,4.196464705268542,5.03502524390322,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.6,0.4915391523114243,150,0.6,0.4915391523114243,150,2.3,2.2338157681210054,150,8.32,1.696106872661605,150,8.473333333333333,1.6413150181529141,150,4.547213941415151,1.6209709172980136,150,42.913333333333334,65.84942521309397,150,42.31333333333333,65.98536920064825,150,31.013333333333332,66.14819508986267,150,0.5678905292421235,0.23627347335427287,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.02,0.14046901303903672
stage19_protocol_ablation_medium50,tuned_no_fallback,antmaze-medium-play-v2,shortest,150,0.006666666666666667,0.0816496580927726,150,0.006666666666666667,0.0816496580927726,150,908.0133333333333,165.94888784826506,150,33.24,65.83247806201156,150,0.28,0.45050307450030586,150,10.140848096807797,8.359290071589259,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.28,0.45050307450030586,150,0.28,0.45050307450030586,150,3.006666666666667,1.8913319289126345,150,7.566666666666666,1.183877525559857,150,7.573333333333333,1.1777960686886104,150,4.720381967226664,1.055901096935379,150,33.24,65.83247806201156,150,32.96,65.88447077978913,150,16.64,67.09607256032304,150,0.3093944625366793,0.24900046439276133,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.006666666666666667,0.0816496580927726
