segment_source,segment_edge_id,planner_edge_id,src,dst,num_policy_mse_samples,min_preplan_policy_action_mse,median_preplan_policy_action_mse,mean_preplan_policy_action_mse,episode_id,replan_index,current_cluster
bank,7,7,1,21,32,0.023019365966320038,0.28293442726135254,0.4869366525672376,1,0,1
bank,8,8,1,22,32,0.023960497230291367,0.0859103873372078,0.10743857821216807,1,0,1
bank,9,9,2,0,29,0.034629903733730316,0.3289553225040436,0.3792076405009319,1,1,2
bank,10,10,2,1,32,0.020092885941267014,0.17087256908416748,0.2814545960864052,1,1,2
bank,11,11,2,3,32,0.030576087534427643,0.20402588695287704,0.35862471273867413,1,1,2
bank,12,12,2,4,32,0.044560689479112625,0.1114574745297432,0.1832991831470281,1,1,2
bank,13,13,2,21,32,0.046305689960718155,0.29231999814510345,0.7284884265391156,1,1,2
bank,14,14,2,22,32,0.022053662687540054,0.17688139528036118,0.2126003373414278,1,1,2
bank,15,15,2,23,14,0.03522469103336334,0.1774866059422493,0.23630995729139873,1,1,2
graph,1,1,3,1,32,0.027609173208475113,0.39615878462791443,0.5372342072660103,1,2,3
graph,2,2,3,4,32,0.009993530809879303,0.1741068884730339,0.3010409704875201,1,2,3
graph,3,3,3,5,32,0.02314181625843048,0.15897394716739655,0.4270435646176338,1,2,3
bank,16,16,3,1,32,0.027609173208475113,0.39615878462791443,0.5795253916876391,1,2,3
bank,17,17,3,2,32,0.02093397080898285,0.13300059735774994,0.3099905080161989,1,2,3
bank,18,18,3,4,32,0.022219272330403328,0.13416726887226105,0.25262126297457144,1,2,3
bank,19,19,3,5,32,0.013508178293704987,0.11906151100993156,0.16632623615441844,1,2,3
bank,20,20,3,21,5,0.22273556888103485,0.4075520634651184,0.41148262917995454,1,2,3
bank,21,21,3,22,32,0.007488938979804516,0.3852239400148392,0.4421543649805244,1,2,3
bank,22,22,3,23,32,0.03358754515647888,0.11955894157290459,0.19361442211084068,1,2,3
bank,23,23,3,24,13,0.0314837247133255,0.21471507847309113,0.2515021768900064,1,2,3
graph,13,13,6,4,32,0.01984555646777153,0.15052402019500732,0.30063858279027045,1,3,6
graph,14,14,6,5,32,0.03409641236066818,0.20239900052547455,0.3399985618889332,1,3,6
graph,15,15,6,7,32,0.012456802651286125,0.24747678637504578,0.3043312305235304,1,3,6
graph,16,16,6,8,32,0.050214171409606934,0.27896448969841003,0.4276293865405023,1,3,6
graph,17,17,6,26,32,0.031339868903160095,0.13372080028057098,0.23665544006507844,1,3,6
graph,18,18,6,27,32,0.031636498868465424,0.11775339767336845,0.17662781104445457,1,3,6
bank,46,736,6,25,32,0.040084291249513626,0.3191124051809311,0.5394019283121452,1,3,6
bank,41,41,6,4,32,0.01984555646777153,0.17310601472854614,0.3495970321819186,1,3,6
bank,42,42,6,5,32,0.029836637899279594,0.2813219130039215,0.34190983354346827,1,3,6
bank,43,43,6,7,32,0.009077752940356731,0.1641891896724701,0.45296970938215964,1,3,6
bank,44,44,6,8,32,0.050214171409606934,0.2517525553703308,0.4182222404051572,1,3,6
bank,45,45,6,24,12,0.022963833063840866,0.1095469780266285,0.16222606847683588,1,3,6
bank,46,46,6,25,32,0.040084291249513626,0.3191124051809311,0.5394019283121452,1,3,6
bank,47,47,6,26,32,0.024890854954719543,0.10354533791542053,0.21355407289229333,1,3,6
bank,48,48,6,27,32,0.039950184524059296,0.20937010645866394,0.23220704111736268,1,3,6
graph,60,60,26,4,8,0.033314142376184464,0.43598151206970215,0.7119787936098874,1,4,26
graph,61,61,26,5,32,0.06097439303994179,0.2016349658370018,0.4998144950950518,1,4,26
graph,62,62,26,6,32,0.026402603834867477,0.13774768263101578,0.2448460254818201,1,4,26
graph,63,63,26,7,32,0.03056756593286991,0.40921179950237274,0.6126817132462747,1,4,26
graph,64,64,26,8,6,0.10573816299438477,0.43583664298057556,0.3962225417296092,1,4,26
graph,65,65,26,27,32,0.005696986336261034,0.15772680193185806,0.24484744512301404,1,4,26
graph,66,66,26,46,32,0.03461243212223053,0.21513430774211884,0.35367743589449674,1,4,26
graph,67,67,26,47,32,0.06490155309438705,0.18568288534879684,0.3132215675432235,1,4,26
bank,149,602,26,25,32,0.01677008904516697,0.2823391407728195,0.4756016951869242,1,4,26
bank,151,608,26,45,28,0.040991008281707764,0.22992998361587524,0.3160476938688329,1,4,26
bank,148,612,26,24,8,0.03341815620660782,0.18158144503831863,0.34777167718857527,1,4,26
bank,154,613,26,66,4,0.048056576400995255,0.24875544011592865,0.2704874137416482,1,4,26
bank,143,143,26,4,8,0.033314142376184464,0.43598151206970215,0.7119787936098874,1,4,26
bank,144,144,26,5,32,0.03520448878407478,0.169450044631958,0.4379651048220694,1,4,26
bank,145,145,26,6,32,0.012755691073834896,0.11566920951008797,0.1891332459927071,1,4,26
bank,146,146,26,7,32,0.026336263865232468,0.3624543100595474,0.5424246984766796,1,4,26
bank,147,147,26,8,6,0.10573816299438477,0.43583664298057556,0.3962225417296092,1,4,26
bank,148,148,26,24,8,0.03341815620660782,0.18158144503831863,0.34777167718857527,1,4,26
bank,149,149,26,25,32,0.01677008904516697,0.2823391407728195,0.4756016951869242,1,4,26
bank,150,150,26,27,32,0.027144350111484528,0.14489717781543732,0.24828521499875933,1,4,26
bank,151,151,26,45,28,0.040991008281707764,0.22992998361587524,0.3160476938688329,1,4,26
bank,152,152,26,46,32,0.03504318743944168,0.174531027674675,0.2832040700595826,1,4,26
bank,153,153,26,47,32,0.03104306384921074,0.3247762471437454,0.46198899450246245,1,4,26
bank,154,154,26,66,4,0.048056576400995255,0.24875544011592865,0.2704874137416482,1,4,26
bank,140,601,25,26,32,0.029141511768102646,0.11120493710041046,0.22846410039346665,1,5,25
bank,137,666,25,5,32,0.048856642097234726,0.2440406084060669,0.48856756172608584,1,5,25
bank,142,738,25,46,20,0.02068478986620903,0.20722801238298416,0.3092005403712392,1,5,25
bank,135,135,25,3,8,0.17685246467590332,0.8534170091152191,0.77613640204072,1,5,25
bank,136,136,25,4,32,0.01779824309051037,0.2656150758266449,0.41629461146658286,1,5,25
bank,137,137,25,5,32,0.048856642097234726,0.2440406084060669,0.48856756172608584,1,5,25
bank,138,138,25,23,10,0.04649712145328522,0.17670349776744843,0.2980045221745968,1,5,25
bank,139,139,25,24,32,0.042456865310668945,0.3797190934419632,0.5645888231229037,1,5,25
bank,140,140,25,26,32,0.029141511768102646,0.11120493710041046,0.22846410039346665,1,5,25
bank,141,141,25,45,9,0.011708613485097885,0.08774220198392868,0.10939459502696991,1,5,25
bank,142,142,25,46,20,0.02068478986620903,0.20722801238298416,0.3092005403712392,1,5,25
graph,0,0,1,3,32,0.011230641044676304,0.18180840462446213,0.2962271557189524,2,0,1
bank,3,3,1,0,32,0.011125476099550724,0.12473944947123528,0.3817406593298074,2,0,1
bank,4,4,1,2,32,0.014232323504984379,0.16109026223421097,0.6546922410780098,2,0,1
bank,5,5,1,3,32,0.014322488568723202,0.24811037629842758,0.3081141453876626,2,0,1
bank,6,6,1,20,32,0.023910541087388992,0.22744403034448624,0.28153125394601375,2,0,1
bank,7,7,1,21,32,0.023019365966320038,0.28293442726135254,0.4869366525672376,2,0,1
bank,8,8,1,22,32,0.023960497230291367,0.0859103873372078,0.10743857821216807,2,0,1
graph,0,0,1,3,32,0.011230641044676304,0.18180840462446213,0.2962271557189524,2,1,1
bank,3,3,1,0,32,0.011125476099550724,0.12473944947123528,0.3817406593298074,2,1,1
bank,4,4,1,2,32,0.014232323504984379,0.16109026223421097,0.6546922410780098,2,1,1
bank,5,5,1,3,32,0.014322488568723202,0.24811037629842758,0.3081141453876626,2,1,1
bank,6,6,1,20,32,0.023910541087388992,0.22744403034448624,0.28153125394601375,2,1,1
bank,7,7,1,21,32,0.023019365966320038,0.28293442726135254,0.4869366525672376,2,1,1
bank,8,8,1,22,32,0.023960497230291367,0.0859103873372078,0.10743857821216807,2,1,1
graph,8,8,5,3,32,0.013488497585058212,0.18287505209445953,0.3321558242896572,2,2,5
graph,9,9,5,4,32,0.016310162842273712,0.12213586643338203,0.21186661260435358,2,2,5
graph,10,10,5,6,32,0.014525855891406536,0.129731435328722,0.22601078925072215,2,2,5
graph,11,11,5,7,32,0.022035101428627968,0.12474997714161873,0.1674777779262513,2,2,5
graph,12,12,5,26,32,0.019868450239300728,0.17118065059185028,0.3193045752705075,2,2,5
bank,39,651,5,25,32,0.02377382107079029,0.19703751057386398,0.29824079369427636,2,2,5
bank,38,667,5,24,32,0.007229155395179987,0.10074865072965622,0.2424705619487213,2,2,5
bank,37,694,5,23,7,0.12577010691165924,0.1955862045288086,0.221891422356878,2,2,5
bank,33,33,5,3,32,0.013488497585058212,0.1690361350774765,0.2650029072538018,2,2,5
bank,34,34,5,4,32,0.017957288771867752,0.22020188719034195,0.3535491015063599,2,2,5
bank,35,35,5,6,32,0.022973723709583282,0.1364632472395897,0.5970337535254657,2,2,5
bank,36,36,5,7,32,0.022035101428627968,0.148420087993145,0.2180361685459502,2,2,5
bank,37,37,5,23,7,0.12577010691165924,0.1955862045288086,0.221891422356878,2,2,5
bank,38,38,5,24,32,0.007229155395179987,0.10074865072965622,0.2424705619487213,2,2,5
bank,39,39,5,25,32,0.02377382107079029,0.19703751057386398,0.29824079369427636,2,2,5
bank,40,40,5,26,32,0.041618362069129944,0.16859159618616104,0.3269659127108753,2,2,5
graph,8,8,5,3,32,0.013488497585058212,0.18287505209445953,0.3321558242896572,2,3,5
graph,9,9,5,4,32,0.016310162842273712,0.12213586643338203,0.21186661260435358,2,3,5
graph,10,10,5,6,32,0.014525855891406536,0.129731435328722,0.22601078925072215,2,3,5
graph,11,11,5,7,32,0.022035101428627968,0.12474997714161873,0.1674777779262513,2,3,5
graph,12,12,5,26,32,0.019868450239300728,0.17118065059185028,0.3193045752705075,2,3,5
bank,39,651,5,25,32,0.02377382107079029,0.19703751057386398,0.29824079369427636,2,3,5
bank,38,667,5,24,32,0.007229155395179987,0.10074865072965622,0.2424705619487213,2,3,5
bank,37,694,5,23,7,0.12577010691165924,0.1955862045288086,0.221891422356878,2,3,5
bank,33,33,5,3,32,0.013488497585058212,0.1690361350774765,0.2650029072538018,2,3,5
bank,34,34,5,4,32,0.017957288771867752,0.22020188719034195,0.3535491015063599,2,3,5
bank,35,35,5,6,32,0.022973723709583282,0.1364632472395897,0.5970337535254657,2,3,5
bank,36,36,5,7,32,0.022035101428627968,0.148420087993145,0.2180361685459502,2,3,5
bank,37,37,5,23,7,0.12577010691165924,0.1955862045288086,0.221891422356878,2,3,5
bank,38,38,5,24,32,0.007229155395179987,0.10074865072965622,0.2424705619487213,2,3,5
bank,39,39,5,25,32,0.02377382107079029,0.19703751057386398,0.29824079369427636,2,3,5
bank,40,40,5,26,32,0.041618362069129944,0.16859159618616104,0.3269659127108753,2,3,5
graph,19,19,7,5,32,0.020350290462374687,0.13031398132443428,0.37069221638375893,2,4,7
graph,20,20,7,6,32,0.015195793472230434,0.30049552023410797,0.4464009814837482,2,4,7
graph,21,21,7,8,32,0.007022765465080738,0.13805903494358063,0.26889358638436534,2,4,7
graph,22,22,7,9,32,0.009925206191837788,0.21802664548158646,0.3386012212431524,2,4,7
graph,23,23,7,26,32,0.056188762187957764,0.18718573451042175,0.3165293706115335,2,4,7
graph,24,24,7,27,32,0.02659444510936737,0.09885883703827858,0.14851328602526337,2,4,7
bank,55,691,7,28,9,0.05861545354127884,0.10908956825733185,0.3142395201656554,2,4,7
bank,49,49,7,5,32,0.023547455668449402,0.12057963013648987,0.3263420349685475,2,4,7
bank,50,50,7,6,32,0.05443771928548813,0.16978450864553452,0.2858088717330247,2,4,7
bank,51,51,7,8,32,0.011069180443882942,0.1779145747423172,0.6178611112409271,2,4,7
bank,52,52,7,9,32,0.009925206191837788,0.16183238476514816,0.28100935454131104,2,4,7
bank,53,53,7,26,32,0.02249104157090187,0.1795491874217987,0.29583961272146553,2,4,7
bank,54,54,7,27,32,0.020505519583821297,0.0971650518476963,0.16500197089044377,2,4,7
bank,55,55,7,28,9,0.05861545354127884,0.10908956825733185,0.3142395201656554,2,4,7
